"playlist_id","playlist_name","playlist_img","playlist_owner_name","playlist_owner_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.id","analysis_url","time_signature","added_at","is_local","primary_color","added_by.href","added_by.id","added_by.type","added_by.uri","added_by.external_urls.spotify","track.artists","track.available_markets","track.disc_number","track.duration_ms","track.episode","track.explicit","track.href","track.is_local","track.name","track.popularity","track.preview_url","track.track","track.track_number","track.type","track.uri","track.album.album_type","track.album.artists","track.album.available_markets","track.album.href","track.album.id","track.album.images","track.album.name","track.album.release_date","track.album.release_date_precision","track.album.total_tracks","track.album.type","track.album.uri","track.album.external_urls.spotify","track.external_ids.isrc","track.external_urls.spotify","video_thumbnail.url","key_name","mode_name","key_mode","playlist","analyzer_version","duration","end_of_fade_in","start_of_fade_out","tempo_confidence","time_signature_confidence","key_confidence","mode_confidence","bars","beats","tatums","sections","segments","C","C#|Db","D","D#|Eb","E","F","F#|Gb","G","G#|Ab","A","A#|Bb","B","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","cluster"
"0FiYE4GULpT2A2G682GdWd","French Hiphop","https://mosaic.scdn.co/640/ab67616d0000b27312c461480fc87e023c74fa55ab67616d0000b273a5201e1e64322852b03e2c43ab67616d0000b273c925106c31a532b64d6bf5a4ab67616d0000b273cb7db70068e16007c996e736","Q","3geq7a15gy48vzlynjpjo6k5r",0.689,0.652,0,-4.958,0,0.0568,0.0707,0,0.112,0.542,143.999,"4Cfp58HxOboMxAQ6x4vyVY","https://api.spotify.com/v1/audio-analysis/4Cfp58HxOboMxAQ6x4vyVY",4,"2024-04-02T17:55:57Z",FALSE,NA,"https://api.spotify.com/v1/users/3geq7a15gy48vzlynjpjo6k5r","3geq7a15gy48vzlynjpjo6k5r","user","spotify:user:3geq7a15gy48vzlynjpjo6k5r","https://open.spotify.com/user/3geq7a15gy48vzlynjpjo6k5r",
